id,title,category,tags,scene,pub_time,modify_time,expire_time,status,weight,ext_fields,event_count,event_value_sum,event_value_mean,event_active_days,event_unique_scene_count,event_unique_user_count,event_first_time,event_last_time,event_recency_seconds,event_count_1d,event_count_7d,event_count_30d,event_click_count,event_expose_count,event_buy_count,event_collect_count,event_stay_count,event_click_rate
item_1354,title_1354,category_86,tags_14,scene_0,1667554661,1667050458,1667425886,1,5,{},11.0,11.0,1.0,6.0,3.0,11.0,1667041266.0,1667592836.0,44195.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_1355,title_1355,category_15,tags_87,scene_0,1667067572,1667522320,1667249787,1,10,{},13.0,13.0,1.0,7.0,3.0,13.0,1667063916.0,1667632770.0,4261.0,4.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0
item_1356,title_1356,category_8,tags_4,scene_1,1667437819,1667260713,1667270002,1,10,{},10.0,10.0,1.0,4.0,3.0,10.0,1667049835.0,1667593549.0,43482.0,2.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1357,title_1357,category_76,tags_35,scene_0,1667458850,1667228182,1667601338,1,5,{},5.0,5.0,1.0,4.0,2.0,5.0,1667045877.0,1667563334.0,73697.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0
item_1358,title_1358,category_84,tags_64,scene_1,1667502959,1667246619,1667190498,1,5,{},8.0,8.0,1.0,4.0,3.0,8.0,1667190564.0,1667595674.0,41357.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_1359,title_1359,category_15,tags_69,scene_2,1667579020,1667427747,1667054011,1,5,{},14.0,14.0,1.0,7.0,3.0,14.0,1667058478.0,1667628037.0,8994.0,4.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0
item_1360,title_1360,category_17,tags_75,scene_1,1667633986,1667490561,1667232924,1,10,{},6.0,6.0,1.0,4.0,3.0,6.0,1667074636.0,1667483980.0,153051.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_1361,title_1361,category_5,tags_83,scene_2,1667217160,1667208054,1667428124,1,1,{},7.0,7.0,1.0,5.0,3.0,7.0,1667090957.0,1667611842.0,25189.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_1362,title_1362,category_96,tags_85,scene_1,1667627498,1667405464,1667251936,1,1,{},9.0,9.0,1.0,6.0,3.0,9.0,1667057326.0,1667571443.0,65588.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1363,title_1363,category_82,tags_70,scene_2,1667459886,1667233229,1667089227,1,5,{},10.0,10.0,1.0,5.0,3.0,10.0,1667051297.0,1667538953.0,98078.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1364,title_1364,category_28,tags_44,scene_2,1667083347,1667434997,1667270779,1,5,{},11.0,11.0,1.0,6.0,3.0,11.0,1667091526.0,1667636959.0,72.0,3.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_1365,title_1365,category_27,tags_68,scene_0,1667357039,1667537873,1667411197,1,1,{},12.0,12.0,1.0,7.0,3.0,12.0,1667034177.0,1667571841.0,65190.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_1366,title_1366,category_97,tags_81,scene_0,1667611976,1667290264,1667427151,1,1,{},8.0,8.0,1.0,5.0,3.0,8.0,1667177633.0,1667633871.0,3160.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_1367,title_1367,category_27,tags_20,scene_1,1667606877,1667523072,1667347835,1,5,{},13.0,13.0,1.0,7.0,3.0,13.0,1667082444.0,1667547936.0,89095.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0
item_1368,title_1368,category_5,tags_25,scene_1,1667370680,1667631140,1667487081,1,10,{},9.0,9.0,1.0,4.0,3.0,9.0,1667038905.0,1667597000.0,40031.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1369,title_1369,category_44,tags_58,scene_0,1667369570,1667484312,1667082927,1,10,{},7.0,7.0,1.0,5.0,3.0,7.0,1667041065.0,1667617309.0,19722.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_1370,title_1370,category_92,tags_73,scene_2,1667492263,1667071723,1667592369,1,10,{},8.0,8.0,1.0,4.0,3.0,8.0,1667145565.0,1667494729.0,142302.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_1371,title_1371,category_31,tags_91,scene_2,1667335126,1667246998,1667492013,1,10,{},9.0,9.0,1.0,6.0,3.0,9.0,1667058287.0,1667574742.0,62289.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1372,title_1372,category_73,tags_86,scene_1,1667310201,1667212634,1667152420,1,5,{},6.0,6.0,1.0,4.0,2.0,6.0,1667110174.0,1667468215.0,168816.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_1373,title_1373,category_41,tags_34,scene_1,1667477161,1667612399,1667146823,1,10,{},13.0,13.0,1.0,6.0,3.0,13.0,1667043678.0,1667514209.0,122822.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0
item_1374,title_1374,category_21,tags_1,scene_0,1667139238,1667418480,1667430557,1,5,{},12.0,12.0,1.0,6.0,3.0,12.0,1667122896.0,1667629678.0,7353.0,2.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_1375,title_1375,category_72,tags_42,scene_1,1667145831,1667352505,1667312148,1,1,{},10.0,10.0,1.0,6.0,3.0,10.0,1667039525.0,1667632328.0,4703.0,3.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1376,title_1376,category_36,tags_78,scene_1,1667079256,1667426638,1667556724,1,5,{},6.0,6.0,1.0,4.0,2.0,6.0,1667255974.0,1667596580.0,40451.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_1377,title_1377,category_53,tags_19,scene_0,1667047380,1667361809,1667632698,1,5,{},13.0,13.0,1.0,5.0,3.0,13.0,1667042629.0,1667549293.0,87738.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0
item_1378,title_1378,category_77,tags_64,scene_0,1667442471,1667329705,1667569500,1,10,{},10.0,10.0,1.0,6.0,3.0,10.0,1667055268.0,1667547507.0,89524.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1379,title_1379,category_4,tags_70,scene_2,1667375727,1667238616,1667512106,1,1,{},9.0,9.0,1.0,6.0,3.0,9.0,1667149857.0,1667581363.0,55668.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1380,title_1380,category_0,tags_69,scene_0,1667043159,1667329790,1667075032,1,5,{},8.0,8.0,1.0,5.0,3.0,8.0,1667058434.0,1667482320.0,154711.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_1381,title_1381,category_54,tags_58,scene_0,1667517055,1667352878,1667368509,1,5,{},12.0,12.0,1.0,7.0,3.0,12.0,1667072588.0,1667598181.0,38850.0,2.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_1382,title_1382,category_0,tags_99,scene_1,1667286910,1667392160,1667167183,1,1,{},12.0,12.0,1.0,6.0,3.0,12.0,1667081408.0,1667627491.0,9540.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_1383,title_1383,category_99,tags_89,scene_2,1667147363,1667443703,1667367384,1,10,{},13.0,13.0,1.0,8.0,3.0,13.0,1667039607.0,1667609496.0,27535.0,2.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0
item_1384,title_1384,category_85,tags_19,scene_0,1667352853,1667170148,1667591982,1,10,{},10.0,10.0,1.0,6.0,3.0,10.0,1667052945.0,1667544438.0,92593.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1385,title_1385,category_69,tags_27,scene_1,1667417463,1667527941,1667397852,1,10,{},5.0,5.0,1.0,3.0,3.0,5.0,1667165963.0,1667412604.0,224427.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0
item_1386,title_1386,category_72,tags_27,scene_1,1667160581,1667524695,1667034636,1,5,{},7.0,7.0,1.0,4.0,3.0,7.0,1667052882.0,1667385712.0,251319.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_1387,title_1387,category_100,tags_50,scene_0,1667054713,1667166485,1667485116,1,10,{},8.0,8.0,1.0,5.0,3.0,8.0,1667137313.0,1667606246.0,30785.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_1388,title_1388,category_22,tags_23,scene_0,1667262837,1667619233,1667523559,1,5,{},11.0,11.0,1.0,5.0,3.0,11.0,1667178784.0,1667619479.0,17552.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_1389,title_1389,category_90,tags_30,scene_1,1667182462,1667098842,1667104296,1,10,{},10.0,10.0,1.0,5.0,3.0,10.0,1667052652.0,1667588005.0,49026.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1390,title_1390,category_94,tags_92,scene_0,1667116286,1667533549,1667166927,1,5,{},10.0,10.0,1.0,5.0,3.0,10.0,1667171717.0,1667581613.0,55418.0,3.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1391,title_1391,category_9,tags_48,scene_2,1667630340,1667035467,1667379716,1,1,{},12.0,12.0,1.0,6.0,3.0,12.0,1667108115.0,1667619447.0,17584.0,2.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_1392,title_1392,category_36,tags_70,scene_2,1667479481,1667507745,1667624603,1,1,{},4.0,4.0,1.0,3.0,3.0,4.0,1667137854.0,1667611899.0,25132.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
item_1393,title_1393,category_29,tags_40,scene_2,1667290011,1667155683,1667261198,1,5,{},9.0,9.0,1.0,7.0,3.0,9.0,1667055618.0,1667610733.0,26298.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1394,title_1394,category_42,tags_60,scene_2,1667401583,1667044865,1667362264,1,5,{},8.0,8.0,1.0,5.0,3.0,8.0,1667090657.0,1667625332.0,11699.0,3.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_1395,title_1395,category_20,tags_35,scene_2,1667380935,1667293624,1667580218,1,5,{},16.0,16.0,1.0,7.0,3.0,16.0,1667110819.0,1667615190.0,21841.0,2.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0
item_1396,title_1396,category_38,tags_41,scene_1,1667465115,1667061412,1667534549,1,5,{},8.0,8.0,1.0,4.0,2.0,8.0,1667035743.0,1667570597.0,66434.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_1397,title_1397,category_10,tags_82,scene_0,1667606359,1667513186,1667464197,1,5,{},12.0,12.0,1.0,5.0,2.0,12.0,1667035655.0,1667549341.0,87690.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_1398,title_1398,category_20,tags_14,scene_2,1667127906,1667174386,1667148140,1,5,{},11.0,11.0,1.0,7.0,3.0,11.0,1667047259.0,1667597416.0,39615.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_1399,title_1399,category_50,tags_44,scene_0,1667523814,1667506170,1667590360,1,10,{},8.0,8.0,1.0,5.0,2.0,8.0,1667111520.0,1667624168.0,12863.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_1400,title_1400,category_2,tags_7,scene_0,1667042387,1667376597,1667134625,1,1,{},12.0,12.0,1.0,5.0,3.0,12.0,1667032744.0,1667585499.0,51532.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_1401,title_1401,category_20,tags_89,scene_2,1667060568,1667522518,1667269975,1,10,{},9.0,9.0,1.0,4.0,3.0,9.0,1667061938.0,1667590460.0,46571.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1402,title_1402,category_88,tags_56,scene_0,1667440862,1667356141,1667608919,1,10,{},6.0,6.0,1.0,4.0,3.0,6.0,1667046107.0,1667477516.0,159515.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_1403,title_1403,category_79,tags_79,scene_1,1667120151,1667514106,1667281523,1,1,{},13.0,13.0,1.0,6.0,3.0,13.0,1667033103.0,1667603588.0,33443.0,2.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0
item_1404,title_1404,category_40,tags_75,scene_1,1667413556,1667433535,1667075115,1,5,{},10.0,10.0,1.0,5.0,3.0,10.0,1667176150.0,1667584833.0,52198.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1405,title_1405,category_79,tags_54,scene_0,1667294191,1667171204,1667147013,1,1,{},9.0,9.0,1.0,6.0,3.0,9.0,1667160052.0,1667607844.0,29187.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1406,title_1406,category_97,tags_82,scene_1,1667509369,1667210260,1667630934,1,1,{},6.0,6.0,1.0,5.0,2.0,6.0,1667129106.0,1667617337.0,19694.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_1407,title_1407,category_23,tags_6,scene_0,1667207063,1667483696,1667630080,1,10,{},8.0,8.0,1.0,5.0,3.0,8.0,1667189214.0,1667538492.0,98539.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_1408,title_1408,category_69,tags_41,scene_1,1667499749,1667287131,1667498398,1,10,{},9.0,9.0,1.0,5.0,3.0,9.0,1667088851.0,1667603129.0,33902.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1409,title_1409,category_1,tags_38,scene_0,1667315527,1667189821,1667139825,1,5,{},9.0,9.0,1.0,7.0,3.0,9.0,1667041119.0,1667627185.0,9846.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1410,title_1410,category_99,tags_35,scene_2,1667142245,1667462523,1667158425,1,5,{},15.0,15.0,1.0,7.0,3.0,15.0,1667047891.0,1667616927.0,20104.0,5.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0
item_1411,title_1411,category_59,tags_50,scene_2,1667538502,1667110778,1667082201,1,10,{},12.0,12.0,1.0,7.0,3.0,12.0,1667062411.0,1667625072.0,11959.0,2.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_1412,title_1412,category_1,tags_56,scene_1,1667088163,1667481888,1667424183,1,1,{},7.0,7.0,1.0,6.0,2.0,7.0,1667050589.0,1667567951.0,69080.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_1413,title_1413,category_35,tags_34,scene_1,1667055437,1667299826,1667156634,1,10,{},10.0,10.0,1.0,6.0,3.0,10.0,1667076891.0,1667526648.0,110383.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1414,title_1414,category_17,tags_91,scene_1,1667088176,1667238828,1667458000,1,10,{},8.0,8.0,1.0,5.0,3.0,8.0,1667044891.0,1667484180.0,152851.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_1415,title_1415,category_91,tags_77,scene_2,1667297998,1667102109,1667415911,1,5,{},10.0,10.0,1.0,6.0,3.0,10.0,1667065920.0,1667608345.0,28686.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1416,title_1416,category_12,tags_89,scene_0,1667061604,1667075762,1667544486,1,5,{},10.0,10.0,1.0,5.0,3.0,10.0,1667084741.0,1667485707.0,151324.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1417,title_1417,category_85,tags_14,scene_0,1667596389,1667545580,1667426810,1,10,{},11.0,11.0,1.0,5.0,3.0,11.0,1667051102.0,1667589199.0,47832.0,3.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_1418,title_1418,category_99,tags_16,scene_2,1667271308,1667391340,1667379739,1,5,{},9.0,9.0,1.0,3.0,3.0,9.0,1667090942.0,1667421243.0,215788.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1419,title_1419,category_45,tags_53,scene_2,1667526849,1667522447,1667631667,1,5,{},4.0,4.0,1.0,3.0,3.0,4.0,1667073329.0,1667308965.0,328066.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
item_1420,title_1420,category_21,tags_48,scene_1,1667145963,1667417697,1667171138,1,5,{},10.0,10.0,1.0,7.0,3.0,10.0,1667045342.0,1667602960.0,34071.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1421,title_1421,category_38,tags_51,scene_1,1667241800,1667041810,1667563509,1,1,{},8.0,8.0,1.0,5.0,3.0,8.0,1667066665.0,1667615225.0,21806.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_1422,title_1422,category_89,tags_20,scene_0,1667085839,1667117279,1667320576,1,1,{},5.0,5.0,1.0,3.0,2.0,5.0,1667110126.0,1667472236.0,164795.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0
item_1423,title_1423,category_84,tags_59,scene_1,1667463139,1667537338,1667316009,1,5,{},8.0,8.0,1.0,5.0,3.0,8.0,1667142097.0,1667607403.0,29628.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_1424,title_1424,category_74,tags_28,scene_2,1667510346,1667322088,1667258507,1,5,{},17.0,17.0,1.0,8.0,3.0,17.0,1667032754.0,1667610349.0,26682.0,3.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,1.0
item_1425,title_1425,category_98,tags_91,scene_0,1667256675,1667079937,1667606178,1,5,{},9.0,9.0,1.0,4.0,3.0,9.0,1667039486.0,1667632223.0,4808.0,4.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1426,title_1426,category_87,tags_79,scene_2,1667183848,1667140508,1667257121,1,5,{},9.0,9.0,1.0,4.0,3.0,9.0,1667034846.0,1667556883.0,80148.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1427,title_1427,category_88,tags_47,scene_0,1667209798,1667247181,1667482239,1,5,{},7.0,7.0,1.0,6.0,3.0,7.0,1667053210.0,1667627408.0,9623.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_1428,title_1428,category_17,tags_56,scene_2,1667374017,1667342421,1667179246,1,1,{},11.0,11.0,1.0,6.0,3.0,11.0,1667112554.0,1667573740.0,63291.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_1429,title_1429,category_65,tags_70,scene_1,1667240224,1667101098,1667224067,1,5,{},9.0,9.0,1.0,6.0,3.0,9.0,1667048173.0,1667477486.0,159545.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1430,title_1430,category_11,tags_65,scene_1,1667156809,1667286577,1667148852,1,5,{},8.0,8.0,1.0,6.0,3.0,8.0,1667050109.0,1667633217.0,3814.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_1431,title_1431,category_82,tags_72,scene_0,1667199768,1667280135,1667111883,1,10,{},11.0,11.0,1.0,8.0,3.0,11.0,1667047800.0,1667608775.0,28256.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_1432,title_1432,category_94,tags_49,scene_0,1667372845,1667555287,1667104107,1,1,{},6.0,6.0,1.0,4.0,3.0,6.0,1667120437.0,1667611385.0,25646.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_1433,title_1433,category_0,tags_85,scene_2,1667469589,1667604954,1667375913,1,1,{},6.0,6.0,1.0,5.0,2.0,6.0,1667087891.0,1667548145.0,88886.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_1434,title_1434,category_10,tags_99,scene_2,1667125991,1667396422,1667340437,1,1,{},8.0,8.0,1.0,7.0,3.0,8.0,1667053290.0,1667551906.0,85125.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_1435,title_1435,category_62,tags_72,scene_0,1667635691,1667462232,1667286399,1,10,{},9.0,9.0,1.0,5.0,3.0,9.0,1667177703.0,1667564293.0,72738.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1436,title_1436,category_92,tags_59,scene_0,1667070557,1667048796,1667250761,1,10,{},10.0,10.0,1.0,7.0,3.0,10.0,1667063505.0,1667568588.0,68443.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1437,title_1437,category_42,tags_65,scene_1,1667079765,1667524115,1667359653,1,5,{},9.0,9.0,1.0,4.0,3.0,9.0,1667105656.0,1667518384.0,118647.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1438,title_1438,category_49,tags_99,scene_2,1667306311,1667061078,1667396947,1,5,{},9.0,9.0,1.0,5.0,3.0,9.0,1667048229.0,1667407766.0,229265.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1439,title_1439,category_79,tags_91,scene_0,1667322186,1667439143,1667034733,1,5,{},12.0,12.0,1.0,7.0,3.0,12.0,1667137723.0,1667619446.0,17585.0,3.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_1440,title_1440,category_53,tags_59,scene_0,1667101952,1667284607,1667584496,1,10,{},10.0,10.0,1.0,4.0,3.0,10.0,1667068434.0,1667519421.0,117610.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1441,title_1441,category_76,tags_11,scene_0,1667166925,1667167606,1667293515,1,10,{},9.0,9.0,1.0,5.0,3.0,9.0,1667083402.0,1667570955.0,66076.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1442,title_1442,category_48,tags_74,scene_2,1667537983,1667323025,1667049959,1,1,{},10.0,10.0,1.0,6.0,3.0,10.0,1667136738.0,1667521656.0,115375.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1443,title_1443,category_91,tags_31,scene_1,1667343231,1667535152,1667166015,1,1,{},12.0,12.0,1.0,5.0,3.0,12.0,1667088692.0,1667588145.0,48886.0,3.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_1444,title_1444,category_37,tags_58,scene_0,1667628797,1667489797,1667112261,1,5,{},10.0,10.0,1.0,7.0,3.0,10.0,1667044414.0,1667551791.0,85240.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1445,title_1445,category_87,tags_53,scene_0,1667613233,1667468370,1667201267,1,5,{},10.0,10.0,1.0,5.0,3.0,10.0,1667059138.0,1667452848.0,184183.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1446,title_1446,category_99,tags_65,scene_2,1667616132,1667601505,1667551292,1,5,{},18.0,18.0,1.0,7.0,3.0,18.0,1667042412.0,1667596850.0,40181.0,4.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,1.0
item_1447,title_1447,category_30,tags_81,scene_2,1667171101,1667630454,1667085324,1,10,{},10.0,10.0,1.0,6.0,3.0,10.0,1667060649.0,1667545968.0,91063.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1448,title_1448,category_9,tags_53,scene_2,1667538855,1667625871,1667033657,1,10,{},12.0,12.0,1.0,7.0,3.0,12.0,1667064886.0,1667595143.0,41888.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_1449,title_1449,category_48,tags_94,scene_0,1667195239,1667605808,1667304252,1,10,{},6.0,6.0,1.0,5.0,2.0,6.0,1667057398.0,1667500632.0,136399.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_1450,title_1450,category_32,tags_91,scene_2,1667106737,1667520923,1667584332,1,10,{},15.0,15.0,1.0,6.0,3.0,15.0,1667130757.0,1667592361.0,44670.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0
item_1451,title_1451,category_11,tags_89,scene_1,1667383652,1667096549,1667057566,1,1,{},12.0,12.0,1.0,6.0,3.0,12.0,1667108107.0,1667613102.0,23929.0,3.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_1452,title_1452,category_36,tags_39,scene_2,1667125421,1667304419,1667502313,1,5,{},9.0,9.0,1.0,6.0,3.0,9.0,1667054025.0,1667543426.0,93605.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1453,title_1453,category_38,tags_50,scene_2,1667468549,1667157979,1667093727,1,5,{},7.0,7.0,1.0,5.0,3.0,7.0,1667124043.0,1667542664.0,94367.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_1454,title_1454,category_54,tags_56,scene_2,1667216400,1667390360,1667328970,1,10,{},6.0,6.0,1.0,5.0,3.0,6.0,1667071261.0,1667599207.0,37824.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_1455,title_1455,category_83,tags_57,scene_0,1667344964,1667128857,1667334120,1,1,{},10.0,10.0,1.0,6.0,3.0,10.0,1667101613.0,1667530658.0,106373.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_1456,title_1456,category_28,tags_18,scene_0,1667622304,1667451149,1667356493,1,5,{},12.0,12.0,1.0,6.0,3.0,12.0,1667039729.0,1667572809.0,64222.0,2.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_1457,title_1457,category_86,tags_3,scene_1,1667091742,1667628586,1667364733,1,10,{},8.0,8.0,1.0,5.0,3.0,8.0,1667033893.0,1667500191.0,136840.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_1458,title_1458,category_31,tags_33,scene_0,1667045691,1667343800,1667442916,1,5,{},6.0,6.0,1.0,3.0,2.0,6.0,1667127773.0,1667431285.0,205746.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_1459,title_1459,category_91,tags_88,scene_0,1667484929,1667494424,1667351391,1,5,{},5.0,5.0,1.0,4.0,3.0,5.0,1667301629.0,1667576229.0,60802.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0
item_1460,title_1460,category_70,tags_21,scene_0,1667168495,1667267078,1667426417,1,1,{},9.0,9.0,1.0,6.0,3.0,9.0,1667061023.0,1667553171.0,83860.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_1461,title_1461,category_35,tags_18,scene_1,1667604773,1667189704,1667314910,1,5,{},11.0,11.0,1.0,4.0,3.0,11.0,1667042821.0,1667393515.0,243516.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_1462,title_1462,category_0,tags_59,scene_1,1667502771,1667113662,1667143416,1,5,{},15.0,15.0,1.0,7.0,3.0,15.0,1667061319.0,1667608291.0,28740.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0
item_1463,title_1463,category_85,tags_77,scene_2,1667363801,1667343217,1667180281,1,1,{},12.0,12.0,1.0,8.0,3.0,12.0,1667038646.0,1667630284.0,6747.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_1464,title_1464,category_14,tags_0,scene_0,1667515998,1667358499,1667122732,1,10,{},9.0,9.0,1.0,6.0,3.0,9.0,1667071213.0,1667598617.0,38414.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
